61962,S Ki,Newcastle United,MD,21 (4),0.03,0.0,0.05,0.09
61967,V Wanyama,Tottenham Hotspur,MD,8 (9),0.02,0.03,0.03,0.08
61979,K Bartley,West Bromwich Albion,DF,2 (3),0.24,0.12,-0.17,0.18
61988,S Davis,Southampton,MD,17 (6),0.02,-0.01,0.14,0.14
62091,J Murphy,Unknown,MD,1 (3),-0.01,-0.01,-0.04,-0.06
62224,R Fraser,AFC Bournemouth,MD,23 (3),0.01,0.09,0.15,0.24
62344,J Fulton,Swansea City,MD,0 (2),-0.0,-0.19,0.0,-0.19
62389,A Mooy,Huddersfield Town,MD,34 (2),0.01,0.06,0.06,0.14
64966,M Suttner,Brighton & Hove Albion,DF,13 (1),0.01,0.03,0.0,0.04
65254,K Wimmer,Hannover 96,DF,14 (3),0.03,-0.07,0.0,-0.04
68085,C Kabasele,Watford,DF,27 (1),0.07,-0.01,0.01,0.08
70083,D Silva,Manchester City,DF,13 (9),-0.0,0.03,0.14,0.17
70085,E Mangala,Manchester City,DF,6 (5),0.02,0.0,-0.04,-0.02
70086,N Otamendi,Manchester City,DF,33 (1),0.04,0.07,0.06,0.17
70092,S Defour,Burnley,MD,24 (0),0.01,0.07,-0.01,0.07
70122,N Matic,Manchester United,MD,35 (1),0.01,0.08,0.02,0.1
70156,A Diaz,Unknown,MD,16 (12),0.02,0.1,0.0,0.11
70215,C Twasam,Newcastle United,MD,19 (9),-0.0,0.09,-0.02,0.07
703,M Yoshida,Southampton,DF,23 (1),0.05,0.03,-0.02,0.06
70389,C Soares,Southampton,DF,32 (0),-0.0,0.01,-0.02,-0.0
70403,A Silva,Leicester City,MD,9 (3),0.03,0.02,-0.02,0.03
70965,J ,Internazionale,MD,12 (1),0.02,0.07,0.09,0.17
71654,E Moraes,Manchester City,GK,35 (1),0.0,-0.02,0.0,-0.02
71703,V Lindelof,Manchester United,DF,13 (2),-0.0,0.01,-0.0,0.01
74,R Klavan,Cagliari,DF,16 (2),0.02,0.08,0.06,0.16
