393230,O Mandanda,Bordeaux,GK,0,0.0,0.0,0.0,0.0
14717,D Contento,Bordeaux,DF,0,0.0,0.0,0.0,0.0
276920,V Vada,Bordeaux,MD,0,0.0,0.0,0.0,0.0
25923,N Preville,Bordeaux,FW,0,0.0,0.0,0.0,0.0
274970,A Mendy,Bordeaux,FW,0,0.0,0.0,0.0,0.0
27958,T Pellenard,Bordeaux,DF,0,0.0,0.0,0.0,0.0
334552,F Kamano,Bordeaux,FW,0,0.0,0.0,0.0,0.0
237267,M Gajic,Bordeaux,DF,0,0.0,0.0,0.0,0.0
48318,J Barbosa,Bordeaux,FW,0,0.0,0.0,0.0,0.0
404214,G Poussin,Bordeaux,GK,0,0.0,0.0,0.0,0.0
28529,Y Sabaly,Bordeaux,DF,0,0.0,0.0,0.0,0.0
410062,J Kounde,Bordeaux,DF,0,0.0,0.0,0.0,0.0
26332,P Baysse,Bordeaux,DF,0,0.0,0.0,0.0,0.0
25596,J Plasil,Bordeaux,MD,0,0.0,0.0,0.0,0.0
482491,Z Youssouf,Bordeaux,MD,0,0.0,0.0,0.0,0.0
404227,E Taha,Bordeaux,FW,0,0.0,0.0,0.0,0.0
56441,L Lerager,Bordeaux,MD,0,0.0,0.0,0.0,0.0
300485,M Oliveira,Bordeaux,FW,0,0.0,0.0,0.0,0.0
26389,Y Sankhare,Bordeaux,MD,0,0.0,0.0,0.0,0.0
41127,P Castro,Bordeaux,DF,0,0.0,0.0,0.0,0.0
25632,B Costil,Bordeaux,GK,0,0.0,0.0,0.0,0.0
25504,S Meite,Bordeaux,MD,0,0.0,0.0,0.0,0.0
272373,D Reimann,Borussia Dortmund,GK,0,0.0,0.0,0.0,0.0
19392,M Philipp,Borussia Dortmund,FW,0,0.0,0.0,0.0,0.0
14798,L Piszczek,Borussia Dortmund,DF,0,0.0,0.0,0.0,0.0
399599,A Isak,Borussia Dortmund,FW,0,0.0,0.0,0.0,0.0
224677,J Weigl,Borussia Dortmund,MD,0,0.0,0.0,0.0,0.0
447223,J Sancho,Borussia Dortmund,MD,0,0.0,0.0,0.0,0.0
3320,N Sahin,Borussia Dortmund,MD,0,0.0,0.0,0.0,0.0
397028,D Zagadou,Borussia Dortmund,DF,0,0.0,0.0,0.0,0.0
14816,S Kagawa,Borussia Dortmund,MD,0,0.0,0.0,0.0,0.0
28907,R Guerreiro,Borussia Dortmund,DF,0,0.0,0.0,0.0,0.0
70123,A Witsel,Borussia Dortmund,MD,0,0.0,0.0,0.0,0.0
18706,E Durm,Borussia Dortmund,DF,0,0.0,0.0,0.0,0.0
14800,M Schmelzer,Borussia Dortmund,DF,0,0.0,0.0,0.0,0.0
15024,M Reus,Borussia Dortmund,FW,0,0.0,0.0,0.0,0.0
297957,M Akanji,Borussia Dortmund,DF,0,0.0,0.0,0.0,0.0
14789,A Schurrle,Borussia Dortmund,FW,0,0.0,0.0,0.0,0.0
472696,S Martin,Borussia Dortmund,MD,0,0.0,0.0,0.0,0.0
55990,T Delaney,Borussia Dortmund,MD,0,0.0,0.0,0.0,0.0
396475,A Mouh,Borussia Dortmund,DF,0,0.0,0.0,0.0,0.0
14770,G Randon,Borussia Dortmund,MD,0,0.0,0.0,0.0,0.0
14778,O Toprak,Borussia Dortmund,DF,0,0.0,0.0,0.0,0.0
49968,R Burki,Borussia Dortmund,GK,0,0.0,0.0,0.0,0.0
105622,A Yarmolenko,Borussia Dortmund,FW,0,0.0,0.0,0.0,0.0
14687,S Papastathopoulos,Borussia Dortmund,DF,0,0.0,0.0,0.0,0.0
